pathogen,PathogenID,PathogenTaxID,PathogenType,Host,HostID,HostTaxID
corynebacterium ulcerans,3503829,65058,bacteria,sus scrofa,3433956,9823
corynebacterium xerosis,3420819,1725,bacteria,sus scrofa,3433956,9823
cosavirus a,26552519,1330491,virus,sus scrofa,3433956,9823
coxiella burnetii,3419338,777,bacteria,sus scrofa,3433956,9823
cronobacter sakazakii,3441893,28141,bacteria,sus scrofa,3433956,9823
cryptococcus neoformans,3426493,5207,fungi,sus scrofa,3433956,9823
cryptosporidium andersoni,3594070,117008,protozoa,sus scrofa,3433956,9823
cryptosporidium hominis,3704896,237895,protozoa,sus scrofa,3433956,9823
cryptosporidium muris,3427402,5808,protozoa,sus scrofa,3433956,9823
cryptosporidium parvum,3427400,5807,protozoa,sus scrofa,3433956,9823
cryptosporidium scrofarum,26745629,1239306,protozoa,sus scrofa,3433956,9823
cryptosporidium suis,3845442,396558,protozoa,sus scrofa,3433956,9823
cyclovirus vn,26321396,1348500,virus,sus scrofa,3433956,9823
cystoisospora suis,3922526,483139,protozoa,sus scrofa,3433956,9823
debaryomyces hansenii,3426113,4959,fungi,sus scrofa,3433956,9823
dicrocoelium dendriticum,3490032,57078,helminth,sus scrofa,3433956,9823
dientamoeba fragilis,3465875,43352,protozoa,sus scrofa,3433956,9823
eastern equine encephalitis virus,3435775,11021,virus,sus scrofa,3433956,9823
echinococcus canadensis,3954402,519352,helminth,sus scrofa,3433956,9823
echinococcus granulosus,3428069,6210,helminth,sus scrofa,3433956,9823
echinococcus multilocularis,3428071,6211,helminth,sus scrofa,3433956,9823
echinococcus ortleppi,3890584,446560,helminth,sus scrofa,3433956,9823
eimeria debliecki,22683023,-1,protozoa,sus scrofa,3433956,9823
eimeria porci,3607024,130497,protozoa,sus scrofa,3433956,9823
eimeria scabra,3607025,130498,protozoa,sus scrofa,3433956,9823
encephalitozoon cuniculi,3427755,6035,fungi,sus scrofa,3433956,9823
encephalitozoon intestinalis,3493116,58839,fungi,sus scrofa,3433956,9823
encephalomyocarditis virus,3437178,12104,virus,sus scrofa,3433956,9823
entamoeba bovis,4089518,715123,protozoa,sus scrofa,3433956,9823
entamoeba histolytica,3427334,5759,protozoa,sus scrofa,3433956,9823
entamoeba polecki,3583508,110769,protozoa,sus scrofa,3433956,9823
entamoeba suis,3811566,359305,protozoa,sus scrofa,3433956,9823
enterobacter cloacae,3418995,550,bacteria,sus scrofa,3433956,9823
enterobacteriaceae bacterium,27078007,1849603,bacteria,sus scrofa,3433956,9823
enterococcus asini,3491139,57732,bacteria,sus scrofa,3433956,9823
enterococcus avium,3449996,33945,bacteria,sus scrofa,3433956,9823
enterococcus casseliflavus,3456229,37734,bacteria,sus scrofa,3433956,9823
enterococcus cecorum,3467042,44008,bacteria,sus scrofa,3433956,9823
enterococcus durans,3483321,53345,bacteria,sus scrofa,3433956,9823
enterococcus faecalis,3420213,1351,bacteria,sus scrofa,3433956,9823
enterococcus faecium,3420215,1352,bacteria,sus scrofa,3433956,9823
enterococcus gallinarum,3420217,1353,bacteria,sus scrofa,3433956,9823
enterococcus hirae,3420219,1354,bacteria,sus scrofa,3433956,9823
enterococcus mundtii,3483323,53346,bacteria,sus scrofa,3433956,9823
enterocytozoon bieneusi,3446436,31281,fungi,sus scrofa,3433956,9823
enterovirus b,3614625,138949,virus,sus scrofa,3433956,9823
erysipelothrix rhusiopathiae,3420687,1648,bacteria,sus scrofa,3433956,9823
erysipelothrix tonsillarum,3457344,38402,bacteria,sus scrofa,3433956,9823
escherichia albertii,3678847,208962,bacteria,sus scrofa,3433956,9823
escherichia coli,3419013,562,bacteria,sus scrofa,3433956,9823
escherichia fergusonii,3419017,564,bacteria,sus scrofa,3433956,9823
eubacterium rectale,3459182,39491,bacteria,sus scrofa,3433956,9823
exophiala jeanselmei,3427054,5584,fungi,sus scrofa,3433956,9823
faeces associated gemycircularvirus 19,27486580,1843739,virus,sus scrofa,3433956,9823
faeces associated gemycircularvirus 2,27280426,1391031,virus,sus scrofa,3433956,9823
fasciola gigantica,3472013,46835,helminth,sus scrofa,3433956,9823
fasciola hepatica,3428035,6192,helminth,sus scrofa,3433956,9823
fascioloides magna,3843600,394415,helminth,sus scrofa,3433956,9823
fasciolopsis buski,3441419,27845,helminth,sus scrofa,3433956,9823
feline astrovirus,3520753,1239566,virus,sus scrofa,3433956,9823
firmicutes bacterium,27078665,1879010,bacteria,sus scrofa,3433956,9823
foot-and-mouth disease virus,3437188,12110,virus,sus scrofa,3433956,9823
francisella tularensis,3418558,263,bacteria,sus scrofa,3433956,9823
fur seal faeces associated circular dna virus,27545295,1353241,virus,sus scrofa,3433956,9823
fusarium solani,3642142,169388,fungi,sus scrofa,3433956,9823
gallibacterium anatis,3419294,750,bacteria,sus scrofa,3433956,9823
gastrodiscoides hominis,3856490,408852,helminth,sus scrofa,3433956,9823
getah virus,3493921,59300,virus,sus scrofa,3433956,9823
giardia intestinalis,3427309,5741,protozoa,sus scrofa,3433956,9823
gibberella moniliformis,3594400,117187,fungi,sus scrofa,3433956,9823
gibberella zeae,3426974,5518,fungi,sus scrofa,3433956,9823
globicatella sulfidifaciens,3612079,136093,bacteria,sus scrofa,3433956,9823
globocephalus urosubulatus,22682621,-1,helminth,sus scrofa,3433956,9823
gnathostoma doloresi,3739412,279402,helminth,sus scrofa,3433956,9823
gnathostoma hispidum,3739414,279404,helminth,sus scrofa,3433956,9823
gongylonema pulchrum,4026432,637853,helminth,sus scrofa,3433956,9823
gouleako virus,4015652,603003,virus,sus scrofa,3433956,9823
haemophilus parasuis,3419279,738,bacteria,sus scrofa,3433956,9823
helicobacter bilis,3455613,37372,bacteria,sus scrofa,3433956,9823
helicobacter pylori,3418476,210,bacteria,sus scrofa,3433956,9823
helicobacter suis,3572798,104628,bacteria,sus scrofa,3433956,9823
hepatitis b virus,3434882,10407,virus,sus scrofa,3433956,9823
human adenovirus d,3606842,130310,virus,sus scrofa,3433956,9823
hyostrongylus rubidus,3579555,108470,helminth,sus scrofa,3433956,9823
influenza a virus,3436278,11320,virus,sus scrofa,3433956,9823
influenza b virus,3436338,11520,virus,sus scrofa,3433956,9823
influenza c virus,3436385,11552,virus,sus scrofa,3433956,9823
influenza d virus,26331886,1511084,virus,sus scrofa,3433956,9823
intestinimonas butyriciproducens,26331922,1297617,bacteria,sus scrofa,3433956,9823
japanese encephalitis virus,3435860,11072,virus,sus scrofa,3433956,9823
klebsiella oxytoca,3419029,571,bacteria,sus scrofa,3433956,9823
klebsiella pneumoniae,3419031,573,bacteria,sus scrofa,3433956,9823
lachnospiraceae bacterium,27080685,1898203,bacteria,sus scrofa,3433956,9823
lactobacillus acidophilus,3420578,1579,bacteria,sus scrofa,3433956,9823
lactobacillus agilis,3420613,1601,bacteria,sus scrofa,3433956,9823
lactobacillus amylovorus,3420619,1604,bacteria,sus scrofa,3433956,9823
lactobacillus animalis,3420621,1605,bacteria,sus scrofa,3433956,9823
lactobacillus brevis,3420580,1580,bacteria,sus scrofa,3433956,9823
lactobacillus casei,3420583,1582,bacteria,sus scrofa,3433956,9823
lactobacillus crispatus,3473672,47770,bacteria,sus scrofa,3433956,9823
lactobacillus curvatus,3441736,28038,bacteria,sus scrofa,3433956,9823
lactobacillus fermentum,3420630,1613,bacteria,sus scrofa,3433956,9823
lactobacillus johnsonii,3450019,33959,bacteria,sus scrofa,3433956,9823
lactobacillus mucosae,3560639,97478,bacteria,sus scrofa,3433956,9823
lactobacillus plantarum,3420597,1590,bacteria,sus scrofa,3433956,9823
lactobacillus reuteri,3420607,1598,bacteria,sus scrofa,3433956,9823
lactobacillus ruminis,3420644,1623,bacteria,sus scrofa,3433956,9823
lactobacillus saerimneri,3696344,228229,bacteria,sus scrofa,3433956,9823
lactobacillus salivarius,3420646,1624,bacteria,sus scrofa,3433956,9823
lactococcus garvieae,3420233,1363,bacteria,sus scrofa,3433956,9823
lawsonia intracellularis,3444061,29546,bacteria,sus scrofa,3433956,9823
leishmania infantum,3427192,5671,protozoa,sus scrofa,3433956,9823
leptospira borgpetersenii,3418418,174,bacteria,sus scrofa,3433956,9823
leptospira interrogans,3418416,173,bacteria,sus scrofa,3433956,9823
leptospira kirschneri,3444008,29507,bacteria,sus scrofa,3433956,9823
leptospira noguchii,3441953,28182,bacteria,sus scrofa,3433956,9823
leptospira santarosai,3441955,28183,bacteria,sus scrofa,3433956,9823
lichtheimia corymbifera,3464448,42458,fungi,sus scrofa,3433956,9823
linda virus,27063176,2014960,virus,sus scrofa,3433956,9823
listeria monocytogenes,3420671,1639,bacteria,sus scrofa,3433956,9823
listeria seeligeri,3420673,1640,bacteria,sus scrofa,3433956,9823
louping ill virus,3435888,11086,virus,sus scrofa,3433956,9823
macracanthorhynchus hirudinaceus,22682973,1032456,helminth,sus scrofa,3433956,9823
malassezia furfur,3486604,55194,fungi,sus scrofa,3433956,9823
malassezia pachydermatis,3524076,77020,fungi,sus scrofa,3433956,9823
malassezia slooffiae,3523636,76776,fungi,sus scrofa,3433956,9823
malassezia sympodialis,3523638,76777,fungi,sus scrofa,3433956,9823
mamastrovirus 3,26552797,1239567,virus,sus scrofa,3433956,9823
mamastrovirus 4,27509451,1239568,virus,sus scrofa,3433956,9823
mammalian orthoreovirus,3804442,351073,virus,sus scrofa,3433956,9823
mannheimia haemolytica,3522184,75985,bacteria,sus scrofa,3433956,9823
mannheimia varigena,3539006,85404,bacteria,sus scrofa,3433956,9823
manzanilla virus,3632764,159139,virus,sus scrofa,3433956,9823
megasphaera elsdenii,3419522,907,bacteria,sus scrofa,3433956,9823
menangle virus,3626534,152219,virus,sus scrofa,3433956,9823
metastrongylus apri,26748027,1705085,helminth,sus scrofa,3433956,9823
metastrongylus asymmetricus,3486749,55273,helminth,sus scrofa,3433956,9823
metastrongylus confusus,3486751,55274,helminth,sus scrofa,3433956,9823
metastrongylus pudendotectus,3486753,55275,helminth,sus scrofa,3433956,9823
metastrongylus salmi,3486755,55276,helminth,sus scrofa,3433956,9823
moniezia expansa,3442939,28841,helminth,sus scrofa,3433956,9823
moraxella pluranimalium,3911740,470453,bacteria,sus scrofa,3433956,9823
murine leukemia virus,3436743,11786,virus,sus scrofa,3433956,9823
mycobacterium africanum,3449907,33894,bacteria,sus scrofa,3433956,9823
mycobacterium arupense,3796300,342002,bacteria,sus scrofa,3433956,9823
mycobacterium avium,3420872,1764,bacteria,sus scrofa,3433956,9823
mycobacterium bovis,3420874,1765,bacteria,sus scrofa,3433956,9823
mycobacterium celatum,3441748,28045,bacteria,sus scrofa,3433956,9823
mycobacterium fortuitum,3420876,1766,bacteria,sus scrofa,3433956,9823
mycobacterium nonchromogenicum,3420908,1782,bacteria,sus scrofa,3433956,9823
mycobacterium paraffinicum,3483381,53378,bacteria,sus scrofa,3433956,9823
mycobacterium porcinum,3459552,39693,bacteria,sus scrofa,3433956,9823
mycobacterium saskatchewanense,3689976,220927,bacteria,sus scrofa,3433956,9823
mycobacterium terrae,3420920,1788,bacteria,sus scrofa,3433956,9823
mycobacterium tuberculosis,3420890,1773,bacteria,sus scrofa,3433956,9823
mycoplasma bovis,3443030,28903,bacteria,sus scrofa,3433956,9823
mycoplasma flocculare,3421444,2128,bacteria,sus scrofa,3433956,9823
mycoplasma hyopneumoniae,3421389,2099,bacteria,sus scrofa,3433956,9823
mycoplasma hyorhinis,3421391,2100,bacteria,sus scrofa,3433956,9823
mycoplasma hyosynoviae,3444083,29559,bacteria,sus scrofa,3433956,9823
mycoplasma parvum,4243613,984991,bacteria,sus scrofa,3433956,9823
mycoplasma suis,3490523,57372,bacteria,sus scrofa,3433956,9823
mycoplasma wenyonii,3503938,65123,bacteria,sus scrofa,3433956,9823
ndumu virus,3493925,59302,virus,sus scrofa,3433956,9823
neoscardovia arbecensis,24586588,1004583,bacteria,sus scrofa,3433956,9823
neospora caninum,3443483,29176,protozoa,sus scrofa,3433956,9823
newcastle disease virus,3436049,11176,virus,sus scrofa,3433956,9823
nipah virus,3599170,121791,virus,sus scrofa,3433956,9823
nishimuro virus,24575704,947522,virus,sus scrofa,3433956,9823
norwalk virus,3437000,11983,virus,sus scrofa,3433956,9823
ochrobactrum pecoris,4167917,867683,bacteria,sus scrofa,3433956,9823
odoribacter splanchnicus,3441852,28118,bacteria,sus scrofa,3433956,9823
oesophagostomum dentatum,3497238,61180,helminth,sus scrofa,3433956,9823
oesophagostomum quadrispinulatum,3497240,61181,helminth,sus scrofa,3433956,9823
olsenella scatoligenes,27262930,1299998,bacteria,sus scrofa,3433956,9823
olsenella umbonata,4016195,604330,bacteria,sus scrofa,3433956,9823
onchocerca dewittei,3901909,459456,helminth,sus scrofa,3433956,9823
onchocerca takaokai,26535675,1518453,helminth,sus scrofa,3433956,9823
opisthorchis noverca,22681625,1269762,helminth,sus scrofa,3433956,9823
orbus hercynius,4011782,593135,bacteria,sus scrofa,3433956,9823
orthohepevirus a,26552879,1678143,virus,sus scrofa,3433956,9823
orthohepevirus a,26552879,1678143,virus,sus scrofa,3433956,9823
ovine herpesvirus 2,3434872,10398,virus,sus scrofa,3433956,9823
paragonimus westermani,3450933,34504,helminth,sus scrofa,3433956,9823
parainfluenza virus 5,3436091,11207,virus,sus scrofa,3433956,9823
pasivirus a,26341496,1511783,virus,sus scrofa,3433956,9823
pasteurella aerogenes,3419292,749,bacteria,sus scrofa,3433956,9823
pasteurella mairii,3419308,757,bacteria,sus scrofa,3433956,9823
pasteurella multocida,3419291,747,bacteria,sus scrofa,3433956,9823
pediococcus acidilactici,3420053,1254,bacteria,sus scrofa,3433956,9823
pediococcus pentosaceus,3420055,1255,bacteria,sus scrofa,3433956,9823
pediococcus stilesii,3786723,331679,bacteria,sus scrofa,3433956,9823
pelistega suis,27064450,1631957,bacteria,sus scrofa,3433956,9823
pentatrichomonas hominis,3427285,5728,protozoa,sus scrofa,3433956,9823
peptoniphilus grossensis,26341846,1465756,bacteria,sus scrofa,3433956,9823
peptostreptococcaceae bacterium,27725265,1904861,bacteria,sus scrofa,3433956,9823
pharyngostomum cordatum,3571404,103825,helminth,sus scrofa,3433956,9823
physocephalus sexalatus,22681621,-1,helminth,sus scrofa,3433956,9823
pichia kudriavzevii,3426047,4909,fungi,sus scrofa,3433956,9823
plesiomonas shigelloides,3419222,703,bacteria,sus scrofa,3433956,9823
pneumocystis carinii,3425792,4754,fungi,sus scrofa,3433956,9823
po-circo-like virus,26343394,1454552,virus,sus scrofa,3433956,9823
po-circo-like virus 41,27227790,1105385,virus,sus scrofa,3433956,9823
po-circo-like virus 51,27227802,1105386,virus,sus scrofa,3433956,9823
porcine adenovirus,3589160,114326,virus,sus scrofa,3433956,9823
porcine adenovirus a,3606899,130369,virus,sus scrofa,3433956,9823
porcine adenovirus b,3606900,130370,virus,sus scrofa,3433956,9823
porcine astrovirus 1,27064444,1559735,virus,sus scrofa,3433956,9823
porcine astrovirus 2,27064382,1105378,virus,sus scrofa,3433956,9823
porcine astrovirus 3,27064424,1254425,virus,sus scrofa,3433956,9823
porcine astrovirus 4,27064384,1105379,virus,sus scrofa,3433956,9823
porcine astrovirus 5,24657742,1093928,virus,sus scrofa,3433956,9823
porcine bocavirus,27064412,1165907,virus,sus scrofa,3433956,9823
porcine bocavirus 4,24649679,1084716,virus,sus scrofa,3433956,9823
porcine bocavirus 5,26343680,1133653,virus,sus scrofa,3433956,9823
porcine bufavirus,27064460,1828531,virus,sus scrofa,3433956,9823
porcine circovirus,3470921,46221,virus,sus scrofa,3433956,9823
porcine circovirus 1,3609825,133704,virus,sus scrofa,3433956,9823
porcine circovirus 2,3539534,85708,virus,sus scrofa,3433956,9823
porcine circovirus-like virus p1,27064436,1506546,virus,sus scrofa,3433956,9823
porcine enterovirus b,3576915,106966,virus,sus scrofa,3433956,9823
porcine epidemic diarrhea virus,3442103,28295,virus,sus scrofa,3433956,9823
porcine faeces associated smacovirus 1,27064462,1843762,virus,sus scrofa,3433956,9823
porcine hokovirus,3933119,494652,virus,sus scrofa,3433956,9823
porcine parainfluenza virus,3717283,251774,virus,sus scrofa,3433956,9823
porcine parainfluenza virus 1,27064426,1357321,virus,sus scrofa,3433956,9823
porcine partetravirus,27064414,1208310,virus,sus scrofa,3433956,9823
porcine parvovirus,3435429,10796,virus,sus scrofa,3433956,9823
porcine parvovirus 2,27064386,1126383,virus,sus scrofa,3433956,9823
porcine parvovirus 3,27064388,1126384,virus,sus scrofa,3433956,9823
porcine parvovirus 4,4083126,707546,virus,sus scrofa,3433956,9823
porcine parvovirus 5,27064420,1241957,virus,sus scrofa,3433956,9823
porcine parvovirus 6,27064432,1472911,virus,sus scrofa,3433956,9823
porcine parvovirus 7,27064458,1820046,virus,sus scrofa,3433956,9823
porcine pegivirus,25870180,1869278,virus,sus scrofa,3433956,9823
porcine pestivirus 1,27064452,1689785,virus,sus scrofa,3433956,9823
porcine picobirnavirus,3886774,442302,virus,sus scrofa,3433956,9823
porcine picobirnavirus group ii,27064398,1138486,virus,sus scrofa,3433956,9823
porcine reproductive and respiratory syndrome virus,3442132,28344,virus,sus scrofa,3433956,9823
porcine rubulavirus,3483026,53179,virus,sus scrofa,3433956,9823
porcine serum-associated circular virus,27064468,1891204,virus,sus scrofa,3433956,9823
porcine stool-associated circular virus 1,27800596,1537164,virus,sus scrofa,3433956,9823
porcine stool-associated circular virus 2,27769521,1328031,virus,sus scrofa,3433956,9823
porcine stool-associated circular virus 3,27272234,1328032,virus,sus scrofa,3433956,9823
porcine stool-associated circular virus 4,27777807,1475062,virus,sus scrofa,3433956,9823
porcine stool-associated circular virus 5,27777809,1475063,virus,sus scrofa,3433956,9823
porcine stool-associated circular virus 6,27800598,1537165,virus,sus scrofa,3433956,9823
porcine stool-associated circular virus 7,27800600,1537166,virus,sus scrofa,3433956,9823
porcine teschovirus,3595892,118140,virus,sus scrofa,3433956,9823
porcine torovirus,3704110,237020,virus,sus scrofa,3433956,9823
porcine type-c oncovirus,3821375,369960,virus,sus scrofa,3433956,9823
porphyromonas catoniae,3463582,41976,bacteria,sus scrofa,3433956,9823
posavirus 1,27217050,1105380,virus,sus scrofa,3433956,9823
posavirus 2,27217052,1105381,virus,sus scrofa,3433956,9823
posavirus 3,27392358,1663127,virus,sus scrofa,3433956,9823
poscv kor j481,27785391,1488557,virus,sus scrofa,3433956,9823
proteus mirabilis,3419051,584,bacteria,sus scrofa,3433956,9823
proteus penneri,3569864,102862,bacteria,sus scrofa,3433956,9823
proteus vulgaris,3419053,585,bacteria,sus scrofa,3433956,9823
providencia alcalifaciens,3603277,126385,bacteria,sus scrofa,3433956,9823
providencia rettgeri,3419057,587,bacteria,sus scrofa,3433956,9823
providencia stuartii,3419059,588,bacteria,sus scrofa,3433956,9823
pseudallescheria boydii,3427078,5597,fungi,sus scrofa,3433956,9823
pseudanoplocephala crawfordi,27299484,1480107,helminth,sus scrofa,3433956,9823
pseudomonas aeruginosa,3418593,287,bacteria,sus scrofa,3433956,9823
pseudoscardovia radai,4244632,987066,bacteria,sus scrofa,3433956,9823
pseudoscardovia suis,4244629,987063,bacteria,sus scrofa,3433956,9823
rabies virus,3436242,11292,virus,sus scrofa,3433956,9823
reston ebolavirus,3658151,186539,virus,sus scrofa,3433956,9823
rhinolophus bat coronavirus hku2,4073257,693998,virus,sus scrofa,3433956,9823
rhizopus microsporus,3492121,58291,fungi,sus scrofa,3433956,9823
rhizopus oryzae,3502931,64495,fungi,sus scrofa,3433956,9823
rhodococcus equi,3466630,43767,bacteria,sus scrofa,3433956,9823
rickettsia raoultii,3821245,369822,bacteria,sus scrofa,3433956,9823
rickettsia slovaca,3452915,35794,bacteria,sus scrofa,3433956,9823
rotavirus a,3442995,28875,virus,sus scrofa,3433956,9823
rotavirus b,3442996,28876,virus,sus scrofa,3433956,9823
rotavirus c,3454045,36427,virus,sus scrofa,3433956,9823
rotavirus h,26346512,1348384,virus,sus scrofa,3433956,9823
rothia nasimurium,3538876,85336,bacteria,sus scrofa,3433956,9823
ruminococcaceae bacterium,27501806,1898205,bacteria,sus scrofa,3433956,9823
salmonella enterica,3443028,28901,bacteria,sus scrofa,3433956,9823
sapelovirus a,4067497,686984,virus,sus scrofa,3433956,9823
sapporo virus,3556752,95342,virus,sus scrofa,3433956,9823
sarcocystis miescheriana,3555534,94644,protozoa,sus scrofa,3433956,9823
sarcocystis suihominis,3569592,102713,protozoa,sus scrofa,3433956,9823
schistosoma japonicum,3428015,6182,helminth,sus scrofa,3433956,9823
schistosoma mekongi,3457936,38744,helminth,sus scrofa,3433956,9823
scleroderma citrinum,3509605,68788,fungi,sus scrofa,3433956,9823
seneca valley virus,3839662,390157,virus,sus scrofa,3433956,9823
sfts phlebovirus,25865475,1933190,virus,sus scrofa,3433956,9823
shigella dysenteriae,3419104,622,bacteria,sus scrofa,3433956,9823
shigella flexneri,3419106,623,bacteria,sus scrofa,3433956,9823
shigella sonnei,3419108,624,bacteria,sus scrofa,3433956,9823
spirometra mansonoides,3472114,46899,helminth,sus scrofa,3433956,9823
sporothrix schenckii,3444677,29908,fungi,sus scrofa,3433956,9823
staphylococcus argenteus,24579139,985002,bacteria,sus scrofa,3433956,9823
staphylococcus aureus,3420098,1280,bacteria,sus scrofa,3433956,9823
staphylococcus chromogenes,3470749,46126,bacteria,sus scrofa,3433956,9823
staphylococcus cohnii,3443802,29382,bacteria,sus scrofa,3433956,9823
staphylococcus epidermidis,3420102,1282,bacteria,sus scrofa,3433956,9823
staphylococcus haemolyticus,3420104,1283,bacteria,sus scrofa,3433956,9823
staphylococcus hyicus,3420106,1284,bacteria,sus scrofa,3433956,9823
staphylococcus nepalensis,3683968,214473,bacteria,sus scrofa,3433956,9823
staphylococcus pseudintermedius,3743249,283734,bacteria,sus scrofa,3433956,9823
staphylococcus rostri,3956756,522262,bacteria,sus scrofa,3433956,9823
staphylococcus saprophyticus,3443808,29385,bacteria,sus scrofa,3433956,9823
staphylococcus sciuri,3420125,1296,bacteria,sus scrofa,3433956,9823
staphylococcus simulans,3420110,1286,bacteria,sus scrofa,3433956,9823
staphylococcus warneri,3420117,1292,bacteria,sus scrofa,3433956,9823
staphylococcus xylosus,3420114,1288,bacteria,sus scrofa,3433956,9823
stenotrophomonas maltophilia,3460610,40324,bacteria,sus scrofa,3433956,9823
stephanurus dentatus,3777246,321369,helminth,sus scrofa,3433956,9823
streptococcus alactolyticus,3443814,29389,bacteria,sus scrofa,3433956,9823
streptococcus dysgalactiae,3420186,1334,bacteria,sus scrofa,3433956,9823
streptococcus equi,3420190,1336,bacteria,sus scrofa,3433956,9823
streptococcus equinus,3420188,1335,bacteria,sus scrofa,3433956,9823
streptococcus ferus,3420204,1345,bacteria,sus scrofa,3433956,9823
streptococcus gallinaceus,3638915,165758,bacteria,sus scrofa,3433956,9823
streptococcus gallolyticus,3771784,315405,bacteria,sus scrofa,3433956,9823
streptococcus gordonii,3420137,1302,bacteria,sus scrofa,3433956,9823
streptococcus henryi,3884256,439219,bacteria,sus scrofa,3433956,9823
streptococcus hyointestinalis,3420192,1337,bacteria,sus scrofa,3433956,9823
streptococcus hyovaginalis,3623811,149015,bacteria,sus scrofa,3433956,9823
streptococcus mitis,3441734,28037,bacteria,sus scrofa,3433956,9823
streptococcus oralis,3420139,1303,bacteria,sus scrofa,3433956,9823
streptococcus orisratti,3589759,114652,bacteria,sus scrofa,3433956,9823
streptococcus parauberis,3420208,1348,bacteria,sus scrofa,3433956,9823
streptococcus pluranimalium,3533384,82348,bacteria,sus scrofa,3433956,9823
streptococcus plurextorum,3899545,456876,bacteria,sus scrofa,3433956,9823
streptococcus porci,3940214,502567,bacteria,sus scrofa,3433956,9823
streptococcus pyogenes,3420159,1314,bacteria,sus scrofa,3433956,9823
streptococcus sanguinis,3420143,1305,bacteria,sus scrofa,3433956,9823
streptococcus suis,3420147,1307,bacteria,sus scrofa,3433956,9823
streptococcus thoraltensis,3486419,55085,bacteria,sus scrofa,3433956,9823
strongyloides ransomi,3981642,553534,helminth,sus scrofa,3433956,9823
st-valerien swine virus,4033158,646294,virus,sus scrofa,3433956,9823
suid herpesvirus 1,3434790,10345,virus,sus scrofa,3433956,9823
suid herpesvirus 2,23539716,1608255,virus,sus scrofa,3433956,9823
sus scrofa polyomavirus 1,27664788,1680894,virus,sus scrofa,3433956,9823
swine enteric coronavirus,27064454,1766554,virus,sus scrofa,3433956,9823
swine influenza virus,3437834,12845,virus,sus scrofa,3433956,9823
swine norovirus,3512064,70297,virus,sus scrofa,3433956,9823
swine parainfluenza virus 3,3942607,505220,virus,sus scrofa,3433956,9823
swine picornavirus tottori-wol,27064456,1780058,virus,sus scrofa,3433956,9823
swine pneumovirus,27064464,1868217,virus,sus scrofa,3433956,9823
swinepox virus,3434679,10276,virus,sus scrofa,3433956,9823
taenia asiatica,3496050,60517,helminth,sus scrofa,3433956,9823
taenia crassiceps,3428063,6207,helminth,sus scrofa,3433956,9823
taenia hydatigena,3539059,85431,helminth,sus scrofa,3433956,9823
taenia multiceps,3554396,94034,helminth,sus scrofa,3433956,9823
taenia solium,3428057,6204,helminth,sus scrofa,3433956,9823
tetratrichomonas buttreyi,3777806,321954,protozoa,sus scrofa,3433956,9823
theileria capreoli,3765304,308427,protozoa,sus scrofa,3433956,9823
thermoproteus tenax virus 1,3434972,10479,virus,sus scrofa,3433956,9823
thogoto virus,3436405,11569,virus,sus scrofa,3433956,9823
torque teno sus virus,4169151,869560,virus,sus scrofa,3433956,9823
torque teno sus virus 1a,4067855,687386,virus,sus scrofa,3433956,9823
torque teno sus virus 1b,4067856,687387,virus,sus scrofa,3433956,9823
torque teno sus virus k2,26351220,1218488,virus,sus scrofa,3433956,9823
torque teno virus,3509728,68887,virus,sus scrofa,3433956,9823
torque teno virus 1,4067809,687340,virus,sus scrofa,3433956,9823
torque teno virus 2,4067810,687341,virus,sus scrofa,3433956,9823
toxocara canis,3428166,6265,helminth,sus scrofa,3433956,9823
toxocara cati,3428168,6266,helminth,sus scrofa,3433956,9823
toxoplasma gondii,3427408,5811,protozoa,sus scrofa,3433956,9823
treponema parvum,3614539,138851,bacteria,sus scrofa,3433956,9823
treponema pedis,3856935,409322,bacteria,sus scrofa,3433956,9823
treponema succinifaciens,3418406,167,bacteria,sus scrofa,3433956,9823
trichinella britovi,3470305,45882,helminth,sus scrofa,3433956,9823
trichinella nativa,3428272,6335,helminth,sus scrofa,3433956,9823
trichinella nelsoni,3428274,6336,helminth,sus scrofa,3433956,9823
trichinella papuae,3732381,268474,helminth,sus scrofa,3433956,9823
trichinella pseudospiralis,3428276,6337,helminth,sus scrofa,3433956,9823
trichinella spiralis,3428270,6334,helminth,sus scrofa,3433956,9823
trichophyton mentagrophytes,3957411,523103,fungi,sus scrofa,3433956,9823
trichophyton verrucosum,3501108,63417,fungi,sus scrofa,3433956,9823
trichostrongylus axei,3460651,40349,helminth,sus scrofa,3433956,9823
trichostrongylus colubriformis,3428257,6319,helminth,sus scrofa,3433956,9823
trichuris suis,3509730,68888,helminth,sus scrofa,3433956,9823
tritrichomonas foetus,27064410,1144522,protozoa,sus scrofa,3433956,9823
tritrichomonas suis,3489351,56690,protozoa,sus scrofa,3433956,9823
trypanosoma brucei,3427222,5691,protozoa,sus scrofa,3433956,9823
trypanosoma congolense,3427224,5692,protozoa,sus scrofa,3433956,9823
trypanosoma cruzi,3427225,5693,protozoa,sus scrofa,3433956,9823
trypanosoma evansi,3427233,5697,protozoa,sus scrofa,3433956,9823
trypanosoma simiae,3427239,5701,protozoa,sus scrofa,3433956,9823
trypanosoma vivax,3427237,5699,protozoa,sus scrofa,3433956,9823
ungulate bocaparvovirus 2,26355740,1511874,virus,sus scrofa,3433956,9823
ungulate bocaparvovirus 3,26355742,1511875,virus,sus scrofa,3433956,9823
